problem_id,source,competition,year,country,domain,subtopic,difficulty,difficulty_source,concepts,prerequisites,solution_depth,estimated_time_minutes,proof_required,reasoning_intensity,calculation_intensity,major_steps,problem_type,language,data_type,problem_text,final_answer,solution_length,solution_words,solution_paragraphs,equation_count,reasoning_indicators,proof_indicators,case_analysis,calculation_indicators,solution_major_steps
MATHNET-01qk,MathNet,Selection and Training Session,,Belarus,Algebra,Algebraic Expressions | Equations and Inequalities,,unknown,Cauchy-Schwarz | Muirhead / majorization | Polynomials > Symmetric functions,,,,True,,,,proof only,English,real,"Given positive real numbers $a$, $b$, $c$, with $ab + bc + ca \ge a + b + c$, prove that

$$(a+b+c)(ab+bc+ca) + 3abc \ge 4(ab+bc+ca).$$

(I. Gorodnin)",,1356,180,5,22,2,0,0,0,5
MATHNET-0lad,MathNet,Vijetnam 2008,,Vietnam,Algebra,Equations and Inequalities,,unknown,Cauchy-Schwarz | Jensen / smoothing,,,,True,,,,proof and answer,,real,"Let $x$, $y$, $z$ be pairwise distinct non-negative real numbers. Prove that
$$
(xy + yz + zx) \left( \frac{1}{(x-y)^2} + \frac{1}{(y-z)^2} + \frac{1}{(z-x)^2} \right) \ge 4.
$$
When does equality hold?","Equality holds iff one of the numbers is zero and the other two are positive with their ratio equal to (3 + sqrt(5)) / 2 or its reciprocal (3 − sqrt(5)) / 2, up to permutation.",0,0,0,0,0,0,0,0,0
MATHNET-0fru,MathNet,LIX Olimpiada Matemática Española,,Spain,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci",,,,True,,,,proof only,Spanish,real,Sea $ABC$ un triángulo acutángulo y escaleno con incentro $I$ y ortocentro $H$. Sea $M$ el punto medio de $AB$. Sobre la recta $AH$ se consideran puntos $D$ y $E$ tales que la recta $MD$ es paralela a $CI$ y $ME$ es perpendicular a $CI$. Prueba que $AE = DH$.,,714,129,4,20,0,0,0,0,4
MATHNET-08kv,MathNet,2007 Shortlist JBMO,,JBMO,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",,,,True,,,,proof only,,real,"Problem:

Let $M$ be an interior point of the triangle $A B C$ with angles $\varangle B A C = 70^{\circ}$ and $\varangle A B C = 80^{\circ}$. If $\varangle A C M = 10^{\circ}$ and $\varangle C B M = 20^{\circ}$, prove that $A B = M C$.",,546,115,3,14,2,0,0,0,3
MATHNET-00va,MathNet,41st Balkan Mathematical Olympiad,,Balkan Mathematical Olympiad,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,,unknown,Sequences and Series > Recurrence relations,,,,True,,,,proof and answer,English,real,"Let $k$ be a positive integer. Find all sequences $(a_n)_{n \ge 1}$ of positive integers such that
$$
a_{n+2}(a_{n+1} - k) = a_n(a_{n+1} + k)
$$
for all $n \ge 1$.",All arithmetic progressions with common difference k: a_n = a_1 + (n−1)k for any positive integer a_1.,1810,354,1,47,1,2,5,0,1
MATHNET-0axe,MathNet,Philippine Mathematical Olympiad,,Philippines,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,,unknown,Simple Equations | Quadratic functions,,,,False,,,,final answer only,,real,"Problem:
Evaluate: $6+\frac{16}{6+\frac{16}{6+\frac{16}{6+\cdots}}}$",8,217,34,1,6,0,0,0,0,1
MATHNET-0a95,MathNet,"Nordic Mathematical Contest, NMC 21",,Nordic Mathematical Olympiad,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,,unknown,Games / greedy algorithms | Invariants / monovariants | Factorization techniques,,,,True,,,,proof and answer,,real,"Problem:

The number $10^{2007}$ is written on a blackboard. Anne and Berit play a game where the player in turn makes one of two operations:

(i) Replace a number $x$ on the blackboard by two integer numbers $a$ and $b$ greater than $1$ such that $x = ab$;

(ii) Erase one or both of two equal numbers on the blackboard.

The player who is not able to make her turn loses the game. Who has a winning strategy?",Anne,919,141,2,15,2,0,2,0,2
MATHNET-0h1p,MathNet,"51st Ukrainian National Mathematical Olympiad, 3rd Round",,Ukraine,Discrete Mathematics | Number Theory,Combinatorics | Other,,unknown,Induction / smoothing,,,,True,,,,proof and answer,English,real,There are candies on the table. At each step Petro can take away some of them. At the first step he takes away one candy and on each next step he can take away either the same amount or twice the amount that he has taken at the previous step. What is the minimal number of steps does Petro need in order to take from the table away exactly $2011$ candies?,17,1357,268,5,23,4,1,2,0,5
MATHNET-035k,MathNet,Bulgarian Mathematical Competitions,,Bulgaria,Discrete Mathematics | Number Theory,Combinatorics | Other,,unknown,"Induction / smoothing | Coloring schemes, extremal arguments",,,,True,,,,proof only,,real,"Problem:

Does there exist a strictly increasing sequence of positive integers $\{a_{n}\}_{n=1}^{\infty}$ such that $a_{n} \leq n^{3}$ for every $n$ and every positive integer can be written in a unique way as a difference of two terms of the sequence?",,1254,226,4,27,1,1,0,0,4
MATHNET-0dv1,MathNet,2. matematično tekmovanje dijakov srednjih tehniških in strokovnih šol,,Slovenia,Number Theory,Modular Arithmetic,,unknown,,,,,True,,,,proof and answer,,real,"Problem:

Pri deljenju števila $a$ s $7$ dobimo ostanek $3$, pri deljenju števila $b$ s $7$ pa ostanek $4$. Kolikšen je ostanek pri deljenju kvadrata vsote števil $a$ in $b$ s $7$? Odgovor utemelji.",0,232,57,5,7,0,0,0,0,5
MATHNET-047k,MathNet,The 65th IMO China National Team Selection Test,,China,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,,unknown,Muirhead / majorization | Combinatorial optimization | Induction / smoothing,,,,True,,,,proof only,English,real,"Given positive integers $m, n$ and non-negative real numbers $a_0, a_1, \dots, a_m, b_0, b_1, \dots, b_n$. Define
$$
c_k = \max_{i+j=k} a_i b_j \quad (k = 0, 1, \dots, m+n).
$$
Prove that:
$$
\frac{c_0 + c_1 + \dots + c_{m+n}}{m+n+1} \ge \frac{a_0 + a_1 + \dots + a_m}{m+1} \cdot \frac{b_0 + b_1 + \dots + b_n}{n+1}.
$$",,6726,1046,4,140,3,13,4,0,4
MATHNET-0amu,MathNet,18th PMO Area Stage,,Philippines,Geometry,Plane Geometry,,unknown,Circles,,,,False,,,,final answer only,,real,"Problem:
A camera's aperture determines the size of the circular opening in the lens that allows light in. If we want to allow twice as much light in, what should be the ratio of the new radius to the current radius?",sqrt(2):1,0,0,0,0,0,0,0,0,0
MATHNET-0da8,MathNet,Team selection tests for IMO 2018,,Saudi Arabia,Geometry,Plane Geometry,,unknown,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,,,,True,,,,proof only,English,real,Let $ABCD$ be a convex quadrilateral inscribed in circle $(O)$ such that $DB = DA + DC$. The point $P$ lies on the ray $AC$ such that $AP = BC$. The point $E$ is on $(O)$ such that $BE \perp AD$. Prove that $DP$ is parallel to the angle bisector of $\angle BEC$.,,669,125,5,16,4,0,0,0,5
MATHNET-0302,MathNet,Brazilian Mathematical Olympiad,,Brazil,Algebra | Number Theory,Divisibility / Factorization | Prealgebra / Basic Algebra,,unknown,Factorization techniques | Least common multiples (lcm) | Integers,,,,True,,,,proof and answer,,real,"Problem:

Seja $\overline{a b}$ um número inteiro de dois dígitos. Um inteiro positivo é um parente de $\overline{a b}$ se:
i) o dígito das unidades de $n$ também é $b$.
ii) os outros dígitos de $n$ são distintos de zero e somam $a$.
Por exemplo, os parentes de 31 são 31, 121, 211 e 1111. Encontre todos os números de dois dígitos que dividem todos os seus parentes.","30, 45, 90",1661,299,9,44,0,0,0,0,9
MATHNET-0ldf,MathNet,Vietnamese Team Selection Test for IMO,,Vietnam,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,,unknown,"Analytic / Coordinate Methods > Cartesian coordinates | Induction / smoothing | Coloring schemes, extremal arguments",,,,True,,,,proof only,,real,"There are $44$ distinct holes on a line and $2017$ ants. Each ant crawled up from a hole, then moved to another hole and crawled down. Denote $T$ as the set of time points that the ants crawled up or crawled down from some hole. Suppose that the speed of the ants are pairwise distinct and they did not change their own speed. Prove that if $|T| \le 45$ then there exist two ants did not meet.

Note that two ants met when there exists a time point such that they were at the same location on the line, including the holes.",,2363,452,10,33,3,3,9,0,10
MATHNET-0if1,MathNet,Harvard-MIT Mathematics Tournament,,United States,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,,unknown,Enumeration with symmetry | Sequences and Series > Sums and products,,,,True,,,,proof and answer,,real,"Problem:
How many nonempty subsets of $\{1,2,3, \ldots, 12\}$ have the property that the sum of the largest element and the smallest element is $13$?",1365,519,101,1,11,2,0,1,0,1
MATHNET-02ff,MathNet,XVII OBM,,Brazil,Algebra | Number Theory,Algebraic Expressions | Modular Arithmetic | Residues and Primitive Roots,,unknown,Functional Equations | Fermat / Euler / Wilson theorems | Primitive roots mod p / p^n | Quadratic residues,,,,True,,,,proof and answer,English,real,"Find all real-valued functions on the positive integers such that $f(x+1019) = f(x)$ for all integer $x$, and $f(xy) = f(x)f(y)$ for all integers $x, y$.","All solutions f: N -> R are exactly the following four functions (with p = 1019):
1) f(n) = 0 for all n.
2) f(n) = 1 for all n.
3) The principal character modulo p: f(n) = 0 if p divides n, and f(n) = 1 otherwise.
4) The quadratic character modulo p: f(n) = 0 if p divides n; if not, then f(n) = 1 when n is a quadratic residue modulo p and f(n) = -1 otherwise (equivalently, f(n) = (n/p), the Legendre symbol).",1147,191,4,37,1,1,7,0,4
MATHNET-02n7,MathNet,Brazilian Mathematical Olympiad,,Brazil,Number Theory,Divisibility / Factorization,,unknown,,,,,True,,,,proof and answer,,real,"Problem:

Idades múltiplas - Quando Isabel nasceu, sua mãe estava fazendo aniversário de 20 anos. Se Isabel e sua mãe viverem mais 100 anos, quantas vezes terão sido múltiplas as idades das duas?",6,598,133,4,17,1,0,0,0,4
MATHNET-02n9,MathNet,Brazilian Mathematical Olympiad,,Brazil,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,,unknown,Enumeration with symmetry | Factorization techniques,,,,True,,,,proof and answer,,real,"Problem:

Ana tem um cubo de $10~\mathrm{cm}$ de lado. Ela cortou o cubo em cubinhos de $1~\mathrm{cm}$ de lado e, com esses cubinhos, ela brinca de formar outros blocos retangulares, mas sem que sobrem cubinhos. Por exemplo, ela formou um bloco de $10 \times 20 \times 5$. No total, quantos blocos diferentes ela pode construir com esses cubinhos, sem que sobre nenhum?

![](attached_image_1.png)",19,0,0,0,0,0,0,0,0,0
MATHNET-0jxw,MathNet,HMMT November,,United States,Discrete Mathematics,Combinatorics,,unknown,Inclusion-exclusion,,,,True,,,,proof and answer,,real,"Problem:

On a $3 \times 3$ chessboard, each square contains a Chinese knight with $\frac{1}{2}$ probability. What is the probability that there are two Chinese knights that can attack each other? (In Chinese chess, a Chinese knight can attack any piece which is two squares away from it in a particular direction and one square away in a perpendicular direction, under the condition that there is no other piece immediately adjacent to it in the first direction.)",79/256,1765,356,9,51,1,1,0,0,9
MATHNET-0gfd,MathNet,"2022 數學奧林匹亞競賽第一階段培訓營, 獨立研究(一)",,Taiwan,Algebra,Equations and Inequalities,,unknown,Muirhead / majorization | QM-AM-GM-HM / Power Mean,,,,True,,,,proof only,Chinese; English,real,"證明不等式
$$
2(a^3 + b^3 + c^3) + abc + ab + bc + ca \ge 2(a^2b + b^2c + c^2a) + a^2 + b^2 + c^2 + a + b + c
$$
對任意非負實數 $a$, $b$, $c$ 恆成立。",,0,0,0,0,0,0,0,0,0
MATHNET-0bg5,MathNet,The Danube Mathematical Competition,,Romania,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",,,,True,,,,proof only,,real,Consider $ABCD$ a rectangle of center $O$ with $AB \ne BC$. The perpendicular dropped from $O$ to $BD$ intersects lines $AB$ and $BC$ in $E$ and $F$. Let $M$ and $N$ be the midpoints of segments $[CD]$ and $[AD]$. Prove that $FM \perp EN$.,,412,75,1,17,1,0,0,0,1
MATHNET-0jx0,MathNet,February 2017,,United States,Algebra,Algebraic Expressions | Intermediate Algebra,,unknown,Complex numbers | Polynomials > Roots of unity,,,,True,,,,proof and answer,,real,"Problem:
Let $a$ and $b$ be complex numbers satisfying the two equations
$$
\begin{aligned}
a^{3}-3 a b^{2} & =36 \\
b^{3}-3 b a^{2} & =28 i
\end{aligned}
$$
Let $M$ be the maximum possible magnitude of $a$. Find all $a$ such that $|a|=M$.","a ∈ {3, -3/2 + (3√3/2)i, -3/2 - (3√3/2)i}",899,125,1,16,4,0,0,0,1
MATHNET-0jar,MathNet,Harvard-MIT Mathematics Tournament,,United States,Discrete Mathematics,Combinatorics,,unknown,"Games / greedy algorithms | Coloring schemes, extremal arguments",,,,True,,,,proof only,,real,"Problem:

Alice and Bob are playing a game of Token Tag, played on an $8 \times 8$ chessboard. At the beginning of the game, Bob places a token for each player on the board. After this, in every round, Alice moves her token, then Bob moves his token. If at any point in a round the two tokens are on the same square, Alice immediately wins. If Alice has not won by the end of 2012 rounds, then Bob wins.

a. Suppose that a token can legally move to any horizontally or vertically adjacent square. Show that Bob has a winning strategy for this game.

b. Suppose instead that a token can legally move to any horizontally, vertically, or diagonally adjacent square. Show that Alice has a winning strategy for this game.",,781,149,3,2,1,0,0,0,3
MATHNET-00mi,MathNet,"49th Austrian Mathematical Olympiad, National Competition (Final Round, part 1)",,Austria,Algebra,Algebraic Expressions | Equations and Inequalities,,unknown,QM-AM-GM-HM / Power Mean | Polynomials > Polynomial operations | Polynomials > Symmetric functions,,,,True,,,,proof and answer,English,real,"Let $\alpha$ be an arbitrary positive real number. Determine for this number $\alpha$ the greatest real number $C$ such that the inequality
$$
\left(1 + \frac{\alpha}{x^2}\right) \left(1 + \frac{\alpha}{y^2}\right) \left(1 + \frac{\alpha}{z^2}\right) \geq C \cdot \left(\frac{x}{z} + \frac{z}{x} + 2\right)
$$
is valid for all positive real numbers $x, y$ and $z$ satisfying $xy + yz + zx = \alpha$. When does equality occur?",C = 16; equality when x = y = z = sqrt(alpha/3).,721,145,1,11,1,0,0,0,1
MATHNET-0dbf,MathNet,SAUDI ARABIAN MATHEMATICAL COMPETITIONS,,Saudi Arabia,Algebra,Algebraic Expressions,,unknown,Polynomials > Vieta's formulas | Polynomials > Symmetric functions,,,,True,,,,proof only,English,real,Let $P(x)$ be a polynomial of degree $n \geq 2$ with rational coefficients such that $P(x)$ has $n$ pairwise different real roots forming an arithmetic progression. Prove that among the roots of $P(x)$ there are two that are also the roots of some polynomial of degree 2 with rational coefficients.,,1245,192,1,18,3,0,0,0,1
MATHNET-06fe,MathNet,Year 2008,,Hong Kong,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,,unknown,Integers | Polynomials > Polynomial operations,,,,True,,,,proof only,,real,Show that the product of three consecutive integers is the sum of four integer cubes.,,229,46,1,5,0,1,0,2,1
MATHNET-03qe,MathNet,China Mathematical Olympiad,,China,Geometry,Plane Geometry,,unknown,Concurrency and Collinearity > Menelaus' theorem | Quadrilaterals,,,,True,,,,proof and answer,English,real,"Let $EFGH$, $ADC$ and $E_1F_1G_1H_1$ be three convex quadrilaterals, satisfying:
(a) Points $E$, $F$, $G$ and $H$ lie on sides $AB$, $BC$, $CD$ and $DA$, respectively, and $\frac{AE}{EB} \cdot \frac{BF}{FC} \cdot \frac{CG}{GD} \cdot \frac{DH}{HA} = 1$;
(b) points $A$, $B$, $C$ and $D$ lie on sides $H_1E_1$, $E_1F_1$, $F_1G_1$ and $G_1H_1$, respectively, and $E_1F_1 \parallel EF$, $F_1G_1 \parallel FG$, $G_1H_1 \parallel GH$, $H_1E_1 \parallel HE$.
Suppose $\frac{E_1A}{AH_1} = \lambda$, find the expression of $\frac{F_1C}{CG_1}$ in terms of $\lambda$. (posed by Xiong Bin)",lambda,1448,200,2,33,0,1,2,0,2
MATHNET-0kw5,MathNet,HMMT February 2023,,United States,Geometry,Plane Geometry,,unknown,"Transformations > Spiral similarity | Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",,,,True,,,,proof and answer,,real,"Problem:

Let $ABC$ be a triangle with $\angle BAC > 90^{\circ}$. Let $D$ be the foot of the perpendicular from $A$ to side $BC$. Let $M$ and $N$ be the midpoints of segments $BC$ and $BD$, respectively. Suppose that $AC = 2$, $\angle BAN = \angle MAC$, and $AB \cdot BC = AM$. Compute the distance from $B$ to line $AM$.",sqrt(285) / 38,855,138,5,23,4,0,1,0,5
