problem_id,similar_problem_id,similarity_score
MATHNET-0b87,MATHNET-0652 | MATHNET-0bmd | MATHNET-0bwb | MATHNET-056g | MATHNET-0k94 | MATHNET-08y6 | MATHNET-058t | MATHNET-0hdo | MATHNET-01ef | MATHNET-0j4z,0.8450 | 0.8083 | 0.7976 | 0.7925 | 0.7822 | 0.7777 | 0.7763 | 0.7708 | 0.7700 | 0.7663
MATHNET-0b9w,MATHNET-0am0 | MATHNET-09u9 | MATHNET-0anq | MATHNET-0ar9 | MATHNET-0atv | MATHNET-0490 | MATHNET-0lad | MATHNET-0br0 | MATHNET-0au5 | MATHNET-0alz,1.0000 | 0.7872 | 0.7872 | 0.7872 | 0.7872 | 0.7872 | 0.7872 | 0.7872 | 0.7872 | 0.7872
MATHNET-0bal,MATHNET-0le9 | MATHNET-0dad | MATHNET-02ex | MATHNET-0aae | MATHNET-0b48 | MATHNET-02gm | MATHNET-04yn | MATHNET-0gdx | MATHNET-00nb | MATHNET-06i3,0.7966 | 0.7570 | 0.7516 | 0.7458 | 0.7334 | 0.7319 | 0.7306 | 0.7287 | 0.7221 | 0.7220
MATHNET-0bd7,MATHNET-0kto | MATHNET-0j6t | MATHNET-09ad | MATHNET-00qi | MATHNET-07du | MATHNET-07n6 | MATHNET-00g4 | MATHNET-0e0d | MATHNET-00ok | MATHNET-0akk,0.7812 | 0.7783 | 0.7738 | 0.7703 | 0.7655 | 0.7586 | 0.7561 | 0.7453 | 0.7444 | 0.7437
MATHNET-0bdr,MATHNET-0bw4 | MATHNET-0beo | MATHNET-0bpv | MATHNET-0c4x | MATHNET-0gfv | MATHNET-0caz | MATHNET-0002 | MATHNET-0bl4 | MATHNET-0gfg | MATHNET-0l7k,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0beo,MATHNET-0bw4 | MATHNET-0c4x | MATHNET-0l7k | MATHNET-0bpv | MATHNET-0002 | MATHNET-0caz | MATHNET-0bl4 | MATHNET-0gfg | MATHNET-0gfv | MATHNET-0gfd,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0bfx,MATHNET-03w8 | MATHNET-04k6 | MATHNET-0dtj | MATHNET-08py | MATHNET-0hak | MATHNET-08im | MATHNET-0jv5 | MATHNET-0cey | MATHNET-039y | MATHNET-0e2b,0.8238 | 0.8076 | 0.7763 | 0.7631 | 0.7371 | 0.7160 | 0.7082 | 0.7060 | 0.7054 | 0.6911
MATHNET-0bg5,MATHNET-02dy | MATHNET-07la | MATHNET-0hvc | MATHNET-0gqo | MATHNET-0jzx | MATHNET-07oo | MATHNET-0e08 | MATHNET-0ibu | MATHNET-0hfw | MATHNET-0l0n,0.9249 | 0.8953 | 0.8560 | 0.8553 | 0.8359 | 0.8265 | 0.8235 | 0.8233 | 0.8230 | 0.8202
MATHNET-0bgs,MATHNET-0fhq | MATHNET-090w | MATHNET-05k2 | MATHNET-0bnb | MATHNET-0fwn | MATHNET-0cmw | MATHNET-05qu | MATHNET-0cmp | MATHNET-0fvr | MATHNET-05ia,0.8982 | 0.8485 | 0.8392 | 0.8385 | 0.8344 | 0.8308 | 0.8215 | 0.8156 | 0.8129 | 0.8082
MATHNET-0bh8,MATHNET-0aut | MATHNET-04i0 | MATHNET-0l80 | MATHNET-0f7p | MATHNET-0bq4 | MATHNET-09hn | MATHNET-0alz | MATHNET-000t | MATHNET-0gm2 | MATHNET-0041,1.0000 | 1.0000 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9610 | 0.9610 | 0.9610 | 0.9610
MATHNET-0bhh,MATHNET-04v9 | MATHNET-0kx0 | MATHNET-020e | MATHNET-0h61 | MATHNET-0ing | MATHNET-0cm5 | MATHNET-045v | MATHNET-05dg | MATHNET-0bhj | MATHNET-0eud,0.8817 | 0.8674 | 0.8643 | 0.8498 | 0.8491 | 0.8443 | 0.8420 | 0.8240 | 0.7966 | 0.7912
MATHNET-0bhj,MATHNET-07uh | MATHNET-0bhh | MATHNET-0eud | MATHNET-01zv | MATHNET-0h61 | MATHNET-04v9 | MATHNET-00vm | MATHNET-020t | MATHNET-07dr | MATHNET-06rf,0.8211 | 0.7966 | 0.7929 | 0.7884 | 0.7864 | 0.7807 | 0.7734 | 0.7700 | 0.7691 | 0.7677
MATHNET-0bis,MATHNET-017x | MATHNET-03yl | MATHNET-06jk | MATHNET-0akk | MATHNET-00fc | MATHNET-0cu8 | MATHNET-0bd7 | MATHNET-0j6t | MATHNET-07nh | MATHNET-0cus,0.8112 | 0.7983 | 0.7834 | 0.7440 | 0.7289 | 0.6840 | 0.6823 | 0.6787 | 0.6746 | 0.6685
MATHNET-0biz,MATHNET-0gp4 | MATHNET-0f42 | MATHNET-0gyd | MATHNET-0kpx | MATHNET-08l3 | MATHNET-0aus | MATHNET-09iq | MATHNET-0dts | MATHNET-0bn3 | MATHNET-0j50,0.8999 | 0.8767 | 0.8307 | 0.7990 | 0.7841 | 0.7755 | 0.7733 | 0.7685 | 0.7609 | 0.7602
MATHNET-0bl4,MATHNET-0bw4 | MATHNET-0beo | MATHNET-0bpv | MATHNET-0c4x | MATHNET-0gfv | MATHNET-0caz | MATHNET-0002 | MATHNET-0bdr | MATHNET-0gfg | MATHNET-0l7k,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0blq,MATHNET-04yy | MATHNET-04ra | MATHNET-00yo | MATHNET-007d | MATHNET-00l0 | MATHNET-0b7y | MATHNET-0dz5 | MATHNET-07n4 | MATHNET-0htx | MATHNET-038o,0.8380 | 0.8178 | 0.8068 | 0.8013 | 0.7981 | 0.7883 | 0.7861 | 0.7854 | 0.7805 | 0.7792
MATHNET-0bm7,MATHNET-06zj | MATHNET-023t | MATHNET-00cv | MATHNET-0efx | MATHNET-0bnb | MATHNET-09r1 | MATHNET-00cu | MATHNET-05qu | MATHNET-0ebi | MATHNET-0bgs,0.8500 | 0.8049 | 0.7940 | 0.7900 | 0.7813 | 0.7720 | 0.7705 | 0.7679 | 0.7655 | 0.7581
MATHNET-0bmd,MATHNET-0adi | MATHNET-0652 | MATHNET-0b2w | MATHNET-0j4z | MATHNET-0bwb | MATHNET-01rg | MATHNET-0l1k | MATHNET-01qk | MATHNET-023c | MATHNET-0kd5,0.8847 | 0.8720 | 0.8701 | 0.8297 | 0.8267 | 0.8143 | 0.8128 | 0.8119 | 0.8106 | 0.8098
MATHNET-0bml,MATHNET-0ads | MATHNET-067b | MATHNET-0apq | MATHNET-028y | MATHNET-0fyx | MATHNET-0ft3 | MATHNET-0fj3 | MATHNET-01os | MATHNET-05i6 | MATHNET-0fev,0.9462 | 0.9319 | 0.9066 | 0.8996 | 0.8967 | 0.8725 | 0.8495 | 0.8463 | 0.8455 | 0.8454
MATHNET-0bmx,MATHNET-04a8 | MATHNET-0ena | MATHNET-0gx3 | MATHNET-0k97 | MATHNET-0ka4 | MATHNET-06mm | MATHNET-0d5z | MATHNET-03f4 | MATHNET-07vc | MATHNET-0jp5,0.9506 | 0.9414 | 0.9162 | 0.9051 | 0.8952 | 0.8937 | 0.8641 | 0.8535 | 0.8443 | 0.8396
MATHNET-0bn3,MATHNET-0dts | MATHNET-0hog | MATHNET-08kv | MATHNET-03di | MATHNET-09hf | MATHNET-07r9 | MATHNET-0hfw | MATHNET-0ibi | MATHNET-0aus | MATHNET-064u,0.9423 | 0.8663 | 0.8583 | 0.8583 | 0.8420 | 0.8412 | 0.8359 | 0.8286 | 0.8243 | 0.8241
MATHNET-0bnb,MATHNET-05ia | MATHNET-0efx | MATHNET-0bgs | MATHNET-0fj3 | MATHNET-067b | MATHNET-023t | MATHNET-0ads | MATHNET-09cc | MATHNET-00cv | MATHNET-01os,0.8599 | 0.8466 | 0.8385 | 0.8299 | 0.8287 | 0.8283 | 0.8194 | 0.8147 | 0.8079 | 0.8050
MATHNET-0bnh,MATHNET-0l0n | MATHNET-0jzx | MATHNET-0krr | MATHNET-0gxz | MATHNET-0ena | MATHNET-03f4 | MATHNET-03zv | MATHNET-0ig4 | MATHNET-0bmx | MATHNET-03bc,0.9062 | 0.8415 | 0.8366 | 0.8307 | 0.8288 | 0.8244 | 0.8226 | 0.8103 | 0.8090 | 0.8066
MATHNET-0bo4,MATHNET-09vr | MATHNET-07du | MATHNET-03bp | MATHNET-0e0d | MATHNET-09ad | MATHNET-0kw5 | MATHNET-071o | MATHNET-0jh7 | MATHNET-0cww | MATHNET-01ug,0.8300 | 0.8112 | 0.7982 | 0.7623 | 0.7572 | 0.7547 | 0.7542 | 0.7491 | 0.7389 | 0.7387
MATHNET-0bot,MATHNET-0jx0 | MATHNET-064u | MATHNET-06ct | MATHNET-0hog | MATHNET-01ef | MATHNET-0aus | MATHNET-0cz9 | MATHNET-00nu | MATHNET-0inz | MATHNET-0azg,0.8306 | 0.8302 | 0.8241 | 0.8238 | 0.8192 | 0.8084 | 0.8083 | 0.8074 | 0.8063 | 0.8042
MATHNET-0bow,MATHNET-04u6 | MATHNET-0217 | MATHNET-0455 | MATHNET-06pl | MATHNET-0akr | MATHNET-04t3 | MATHNET-05dk | MATHNET-0lfz | MATHNET-0glc | MATHNET-051m,0.9000 | 0.8499 | 0.8434 | 0.8426 | 0.8078 | 0.7720 | 0.7452 | 0.7418 | 0.7301 | 0.7287
MATHNET-0bpv,MATHNET-0bw4 | MATHNET-0gfg | MATHNET-0l7k | MATHNET-0c4x | MATHNET-0beo | MATHNET-0002 | MATHNET-0bl4 | MATHNET-0caz | MATHNET-0gfd | MATHNET-0bdr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0bq4,MATHNET-09hn | MATHNET-0l80 | MATHNET-0f7p | MATHNET-0atn | MATHNET-0c9x | MATHNET-00cj | MATHNET-0bqa | MATHNET-049x | MATHNET-004m | MATHNET-04dz,1.0000 | 1.0000 | 1.0000 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867 | 0.9867
MATHNET-0bq8,MATHNET-0avj | MATHNET-0a9f | MATHNET-09pd | MATHNET-00by | MATHNET-065e | MATHNET-0bwb | MATHNET-0j4z | MATHNET-06h1 | MATHNET-01qk | MATHNET-0b2w,0.8636 | 0.8209 | 0.8142 | 0.8078 | 0.8074 | 0.8036 | 0.8021 | 0.7891 | 0.7879 | 0.7817
MATHNET-0bqa,MATHNET-0041 | MATHNET-004m | MATHNET-0c9x | MATHNET-08ic | MATHNET-04dz | MATHNET-00cj | MATHNET-008t | MATHNET-0atn | MATHNET-049x | MATHNET-0c4k,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0br0,MATHNET-04st | MATHNET-04ch | MATHNET-0a32 | MATHNET-0ar9 | MATHNET-0au5 | MATHNET-000t | MATHNET-09u9 | MATHNET-0anq | MATHNET-0lad | MATHNET-0gm2,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0bth,MATHNET-0387 | MATHNET-01u2 | MATHNET-01qs | MATHNET-0212 | MATHNET-06rf | MATHNET-0dqz | MATHNET-0710 | MATHNET-03e9 | MATHNET-0932 | MATHNET-08pi,0.9085 | 0.8530 | 0.8525 | 0.8486 | 0.8436 | 0.8332 | 0.8207 | 0.8120 | 0.8064 | 0.8045
MATHNET-0bui,MATHNET-0fv2 | MATHNET-0egg | MATHNET-02nt | MATHNET-0hai | MATHNET-022e | MATHNET-05qs | MATHNET-02qx | MATHNET-08kq | MATHNET-0ggv | MATHNET-024k,0.8890 | 0.8751 | 0.8411 | 0.8383 | 0.8264 | 0.8247 | 0.8246 | 0.8210 | 0.8175 | 0.8126
MATHNET-0buy,MATHNET-0cmk | MATHNET-022e | MATHNET-0fhe | MATHNET-0fre | MATHNET-09do | MATHNET-02qx | MATHNET-0egg | MATHNET-084e | MATHNET-029t | MATHNET-0h8g,0.8876 | 0.8812 | 0.8581 | 0.8549 | 0.8530 | 0.8461 | 0.8315 | 0.8231 | 0.8208 | 0.8204
MATHNET-0bvn,MATHNET-0d7c | MATHNET-00ba | MATHNET-02ex | MATHNET-02ff | MATHNET-0b48 | MATHNET-03qe | MATHNET-0jt8 | MATHNET-0e2b | MATHNET-02gm | MATHNET-06ak,0.7766 | 0.7326 | 0.7174 | 0.7148 | 0.6967 | 0.6910 | 0.6906 | 0.6903 | 0.6858 | 0.6812
MATHNET-0bw4,MATHNET-0bpv | MATHNET-0gfg | MATHNET-0l7k | MATHNET-0c4x | MATHNET-0beo | MATHNET-0002 | MATHNET-0bl4 | MATHNET-0caz | MATHNET-0gfd | MATHNET-0bdr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0bwb,MATHNET-0hdo | MATHNET-06h1 | MATHNET-01qk | MATHNET-0j4z | MATHNET-0bmd | MATHNET-0a9f | MATHNET-01rg | MATHNET-0adi | MATHNET-0bq8 | MATHNET-0652,0.8524 | 0.8498 | 0.8373 | 0.8338 | 0.8267 | 0.8151 | 0.8088 | 0.8039 | 0.8036 | 0.8032
MATHNET-0bx8,MATHNET-08pg | MATHNET-01bf | MATHNET-0j3m | MATHNET-02ff | MATHNET-02gm | MATHNET-0j5i | MATHNET-02ex | MATHNET-0b48 | MATHNET-0cjq | MATHNET-04yn,0.8435 | 0.8229 | 0.8058 | 0.8045 | 0.8022 | 0.7907 | 0.7885 | 0.7883 | 0.7774 | 0.7664
MATHNET-0bxl,MATHNET-0da8 | MATHNET-0ibi | MATHNET-08kv | MATHNET-07oq | MATHNET-09pd | MATHNET-0gps | MATHNET-007a | MATHNET-01l8 | MATHNET-00md | MATHNET-0b2w,0.8788 | 0.8317 | 0.8296 | 0.8211 | 0.8144 | 0.8047 | 0.8023 | 0.7967 | 0.7952 | 0.7948
MATHNET-0bxp,MATHNET-0dbf | MATHNET-01x5 | MATHNET-0cz9 | MATHNET-0hxe | MATHNET-0jx0 | MATHNET-01el | MATHNET-06ct | MATHNET-01ef | MATHNET-01ub | MATHNET-0law,0.8281 | 0.8250 | 0.8238 | 0.8201 | 0.8171 | 0.7964 | 0.7955 | 0.7807 | 0.7721 | 0.7594
MATHNET-0bzc,MATHNET-06ke | MATHNET-0784 | MATHNET-090m | MATHNET-06xj | MATHNET-077p | MATHNET-0i9x | MATHNET-06tf | MATHNET-00hy | MATHNET-090z | MATHNET-0inh,0.9351 | 0.9330 | 0.9218 | 0.9026 | 0.9002 | 0.8876 | 0.8808 | 0.8751 | 0.8537 | 0.8521
MATHNET-0c1d,MATHNET-0930 | MATHNET-092p | MATHNET-020b | MATHNET-072s | MATHNET-0iat | MATHNET-09xk | MATHNET-00rl | MATHNET-01b9 | MATHNET-07x2 | MATHNET-09xc,0.8260 | 0.8072 | 0.8061 | 0.7975 | 0.7968 | 0.7708 | 0.7490 | 0.7479 | 0.7433 | 0.7399
MATHNET-0c1k,MATHNET-0c6i | MATHNET-09jj | MATHNET-0f6y | MATHNET-08id | MATHNET-0djw | MATHNET-0b09 | MATHNET-0698 | MATHNET-01p2 | MATHNET-009e | MATHNET-000s,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 0.9737 | 0.9737 | 0.9737
MATHNET-0c1x,MATHNET-0dgx | MATHNET-09k0 | MATHNET-0gg9 | MATHNET-09jr | MATHNET-01t8 | MATHNET-0f03 | MATHNET-0dgr | MATHNET-0cie | MATHNET-09ka | MATHNET-04uw,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0c4k,MATHNET-04dz | MATHNET-0041 | MATHNET-00cj | MATHNET-004m | MATHNET-049x | MATHNET-008t | MATHNET-0bqa | MATHNET-0c9x | MATHNET-08ic | MATHNET-0atn,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0c4x,MATHNET-0bw4 | MATHNET-0gfg | MATHNET-0l7k | MATHNET-0bpv | MATHNET-0beo | MATHNET-0002 | MATHNET-0bl4 | MATHNET-0caz | MATHNET-0gfd | MATHNET-0bdr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0c5d,MATHNET-0f6k | MATHNET-003j | MATHNET-0bw4 | MATHNET-0bpv | MATHNET-0c4x | MATHNET-0dgx | MATHNET-0gfg | MATHNET-09k0 | MATHNET-09ka | MATHNET-0l7k,0.9737 | 0.9737 | 0.9610 | 0.9610 | 0.9610 | 0.9610 | 0.9610 | 0.9610 | 0.9610 | 0.9610
MATHNET-0c66,MATHNET-03ln | MATHNET-03e9 | MATHNET-05d6 | MATHNET-01u2 | MATHNET-00ny | MATHNET-0dps | MATHNET-0eu5 | MATHNET-0iic | MATHNET-090z | MATHNET-00h0,0.9108 | 0.8913 | 0.8876 | 0.8731 | 0.8658 | 0.8541 | 0.8439 | 0.8390 | 0.8360 | 0.8333
MATHNET-0c6i,MATHNET-0c1k | MATHNET-0djw | MATHNET-0b09 | MATHNET-0698 | MATHNET-0f6y | MATHNET-09jj | MATHNET-08id | MATHNET-009e | MATHNET-0lbg | MATHNET-01p2,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 0.9737 | 0.9737 | 0.9737
MATHNET-0c8t,MATHNET-07n4 | MATHNET-08of | MATHNET-08io | MATHNET-0cgo | MATHNET-0b7y | MATHNET-0a95 | MATHNET-03us | MATHNET-00qi | MATHNET-00l0 | MATHNET-00g4,0.7560 | 0.7486 | 0.7479 | 0.7440 | 0.7369 | 0.7359 | 0.7328 | 0.7296 | 0.7222 | 0.7188
MATHNET-0c9v,MATHNET-0dgx | MATHNET-09k0 | MATHNET-0gg9 | MATHNET-09jr | MATHNET-01t8 | MATHNET-0f03 | MATHNET-0dgr | MATHNET-0cie | MATHNET-09ka | MATHNET-04uw,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0c9x,MATHNET-04dz | MATHNET-0c4k | MATHNET-08ic | MATHNET-004m | MATHNET-008t | MATHNET-049x | MATHNET-00cj | MATHNET-0bqa | MATHNET-0041 | MATHNET-0atn,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0caz,MATHNET-0bw4 | MATHNET-0c4x | MATHNET-0l7k | MATHNET-0bpv | MATHNET-0beo | MATHNET-0bdr | MATHNET-0bl4 | MATHNET-0gfg | MATHNET-0gfv | MATHNET-0gfd,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0cc6,MATHNET-03w7 | MATHNET-0ij0 | MATHNET-0dyh | MATHNET-0925 | MATHNET-09z8 | MATHNET-0aj5 | MATHNET-08n2 | MATHNET-0dpx | MATHNET-0dil | MATHNET-0kqa,0.8623 | 0.8354 | 0.8232 | 0.8205 | 0.8116 | 0.8105 | 0.8041 | 0.8039 | 0.8016 | 0.7940
MATHNET-0cey,MATHNET-08im | MATHNET-0jv5 | MATHNET-09jx | MATHNET-0k0z | MATHNET-017j | MATHNET-07l2 | MATHNET-0e5q | MATHNET-0dfz | MATHNET-04p0 | MATHNET-071d,0.8045 | 0.7942 | 0.7806 | 0.7578 | 0.7496 | 0.7489 | 0.7432 | 0.7383 | 0.7336 | 0.7179
MATHNET-0cg1,MATHNET-0gqz | MATHNET-08pm | MATHNET-0e73 | MATHNET-06do | MATHNET-07rd | MATHNET-03wz | MATHNET-0acz | MATHNET-06i3 | MATHNET-00et | MATHNET-0500,0.8372 | 0.8165 | 0.7978 | 0.7902 | 0.7898 | 0.7731 | 0.7663 | 0.7622 | 0.7561 | 0.7528
MATHNET-0cgo,MATHNET-08io | MATHNET-0j86 | MATHNET-03us | MATHNET-038o | MATHNET-07n4 | MATHNET-0c8t | MATHNET-0b7y | MATHNET-0a95 | MATHNET-00qi | MATHNET-00ug,0.7984 | 0.7971 | 0.7783 | 0.7622 | 0.7467 | 0.7440 | 0.7422 | 0.7334 | 0.7271 | 0.7267
MATHNET-0cgq,MATHNET-023c | MATHNET-02n7 | MATHNET-0b2w | MATHNET-03x3 | MATHNET-0l5r | MATHNET-07vc | MATHNET-0299 | MATHNET-0jp5 | MATHNET-09pd | MATHNET-0joq,0.8732 | 0.8710 | 0.8326 | 0.8309 | 0.8275 | 0.8192 | 0.8185 | 0.8007 | 0.7877 | 0.7842
MATHNET-0cha,MATHNET-0efx | MATHNET-023t | MATHNET-0bnb | MATHNET-067b | MATHNET-0fwn | MATHNET-0ads | MATHNET-0fyx | MATHNET-00cv | MATHNET-05qu | MATHNET-0bml,0.7867 | 0.7714 | 0.7537 | 0.7361 | 0.7348 | 0.7285 | 0.7148 | 0.7143 | 0.7129 | 0.7093
MATHNET-0cie,MATHNET-0dgx | MATHNET-09k0 | MATHNET-0gg9 | MATHNET-0fg6 | MATHNET-09jr | MATHNET-0f03 | MATHNET-01t8 | MATHNET-0dgr | MATHNET-09ka | MATHNET-0c9v,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-0cih,MATHNET-002s | MATHNET-03b4 | MATHNET-0gfz | MATHNET-0044 | MATHNET-0f27 | MATHNET-09pt | MATHNET-0f2k | MATHNET-09ka | MATHNET-0f03 | MATHNET-04uw,1.0000 | 1.0000 | 0.9610 | 0.9569 | 0.9487 | 0.9487 | 0.9487 | 0.9487 | 0.9487 | 0.9487
MATHNET-0cjq,MATHNET-02gm | MATHNET-04yn | MATHNET-0cwp | MATHNET-04aq | MATHNET-0bx8 | MATHNET-02ff | MATHNET-0dad | MATHNET-0a2l | MATHNET-02h7 | MATHNET-01bf,0.8048 | 0.8045 | 0.7906 | 0.7780 | 0.7774 | 0.7754 | 0.7716 | 0.7645 | 0.7640 | 0.7509
MATHNET-0ck8,MATHNET-01ug | MATHNET-09m6 | MATHNET-07nh | MATHNET-0clz | MATHNET-0akk | MATHNET-0kf4 | MATHNET-00fc | MATHNET-09ad | MATHNET-00ok | MATHNET-0cww,0.8555 | 0.8310 | 0.8271 | 0.7850 | 0.7628 | 0.7613 | 0.7594 | 0.7464 | 0.7442 | 0.7409
MATHNET-0ckb,MATHNET-0f3d | MATHNET-0htx | MATHNET-0dz5 | MATHNET-0if1 | MATHNET-007d | MATHNET-0blq | MATHNET-04yy | MATHNET-04ra | MATHNET-00l0 | MATHNET-0idy,0.8115 | 0.7761 | 0.7698 | 0.7532 | 0.7443 | 0.7373 | 0.7372 | 0.7329 | 0.7271 | 0.7264
MATHNET-0clu,MATHNET-06xr | MATHNET-0lgk | MATHNET-0dzm | MATHNET-08ew | MATHNET-0d0v | MATHNET-076g | MATHNET-0gle | MATHNET-0cnn | MATHNET-06x6 | MATHNET-00f5,0.9345 | 0.8271 | 0.8173 | 0.8172 | 0.7951 | 0.7934 | 0.7920 | 0.7525 | 0.7507 | 0.7438
MATHNET-0clz,MATHNET-07nh | MATHNET-0ed9 | MATHNET-0cu8 | MATHNET-0ck8 | MATHNET-01ug | MATHNET-09ad | MATHNET-071o | MATHNET-0akk | MATHNET-09m6 | MATHNET-0bo4,0.8394 | 0.7870 | 0.7850 | 0.7850 | 0.7456 | 0.7447 | 0.7440 | 0.7411 | 0.7346 | 0.7248
MATHNET-0cm5,MATHNET-0ing | MATHNET-05dg | MATHNET-0bhh | MATHNET-04v9 | MATHNET-0kx0 | MATHNET-07cc | MATHNET-020e | MATHNET-04vh | MATHNET-0dxz | MATHNET-0h61,0.9275 | 0.9167 | 0.8443 | 0.8416 | 0.8375 | 0.8145 | 0.8107 | 0.8027 | 0.8002 | 0.7923
MATHNET-0cmk,MATHNET-0buy | MATHNET-084e | MATHNET-02qx | MATHNET-0220 | MATHNET-022e | MATHNET-02ya | MATHNET-0fhe | MATHNET-0fre | MATHNET-09qh | MATHNET-05tc,0.8876 | 0.8789 | 0.8735 | 0.8706 | 0.8644 | 0.8624 | 0.8519 | 0.8408 | 0.8404 | 0.8345
MATHNET-0cmp,MATHNET-090w | MATHNET-0gj4 | MATHNET-05qv | MATHNET-0bgs | MATHNET-0fhq | MATHNET-0fvr | MATHNET-05k2 | MATHNET-05f6 | MATHNET-02ya | MATHNET-05x1,0.8313 | 0.8276 | 0.8271 | 0.8156 | 0.8113 | 0.8099 | 0.8029 | 0.8017 | 0.8000 | 0.7934
MATHNET-0cmw,MATHNET-0fhq | MATHNET-09c4 | MATHNET-0bgs | MATHNET-0fk5 | MATHNET-0ebi | MATHNET-05gq | MATHNET-00cu | MATHNET-090w | MATHNET-01os | MATHNET-05i6,0.9017 | 0.8414 | 0.8308 | 0.8282 | 0.8245 | 0.8175 | 0.8136 | 0.8035 | 0.7979 | 0.7852
MATHNET-0cnh,MATHNET-087s | MATHNET-05qu | MATHNET-0cmp | MATHNET-0fv5 | MATHNET-0fvr | MATHNET-05f6 | MATHNET-0bgs | MATHNET-0dmg | MATHNET-0fhq | MATHNET-05vy,0.8128 | 0.8055 | 0.7882 | 0.7855 | 0.7696 | 0.7686 | 0.7647 | 0.7594 | 0.7498 | 0.7434
MATHNET-0cnn,MATHNET-06x6 | MATHNET-0gle | MATHNET-0d0v | MATHNET-0lgk | MATHNET-0dpx | MATHNET-03nj | MATHNET-0dyh | MATHNET-08o1 | MATHNET-0dzm | MATHNET-0etj,0.9309 | 0.9047 | 0.8962 | 0.8873 | 0.8151 | 0.8141 | 0.8127 | 0.8125 | 0.8080 | 0.8063
MATHNET-0co7,MATHNET-01qi | MATHNET-0c4x | MATHNET-0caz | MATHNET-0bpv | MATHNET-0bw4 | MATHNET-0bdr | MATHNET-0gfv | MATHNET-0beo | MATHNET-0bl4 | MATHNET-0l7k,0.9989 | 0.8584 | 0.8584 | 0.8584 | 0.8584 | 0.8584 | 0.8584 | 0.8584 | 0.8584 | 0.8584
MATHNET-0coi,MATHNET-05lk | MATHNET-05zn | MATHNET-09sr | MATHNET-05jo | MATHNET-0dmg | MATHNET-08ek | MATHNET-05m2 | MATHNET-085n | MATHNET-0955 | MATHNET-05vy,0.8368 | 0.8317 | 0.8314 | 0.8201 | 0.8147 | 0.8136 | 0.8130 | 0.8088 | 0.8080 | 0.8029
MATHNET-0cr9,MATHNET-05g5 | MATHNET-07yc | MATHNET-05z2 | MATHNET-09tk | MATHNET-09q7 | MATHNET-05m2 | MATHNET-0302 | MATHNET-05zn | MATHNET-0g3p | MATHNET-0g0d,0.9138 | 0.8880 | 0.8866 | 0.8709 | 0.8688 | 0.8678 | 0.8639 | 0.8586 | 0.8565 | 0.8512
MATHNET-0csu,MATHNET-085n | MATHNET-05lk | MATHNET-05n9 | MATHNET-05jo | MATHNET-09sr | MATHNET-05vy | MATHNET-0955 | MATHNET-0fid | MATHNET-08gj | MATHNET-02zm,0.8752 | 0.8694 | 0.8521 | 0.8485 | 0.8273 | 0.8250 | 0.8237 | 0.8212 | 0.8202 | 0.8098
