problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-0c1k,Number Theory,Divisibility / Factorization | Modular Arithmetic,,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9459459459459459,0.038575286100038575
MATHNET-0l20,Discrete Mathematics,Combinatorics,Enumeration with symmetry | Inclusion-exclusion,final answer only,0.7121614445034519,0.7371794871794872,0.8549190535491905,0.8366261398176291,0.783482142857143,0.8374933616569304,0.3076923076923077,1.0,0.7746881831040248
MATHNET-000t,Algebra,Prealgebra / Basic Algebra,Integers,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-0jdx,Algebra | Number Theory,Diophantine Equations | Divisibility / Factorization | Prealgebra / Basic Algebra,"Techniques: modulo, size analysis, order analysis, inequalities | Factorization techniques | Integers",proof and answer,0.14126394052044605,0.24145299145299148,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8783783783783784,0.17339591101967336
MATHNET-0j4z,Geometry,Plane Geometry,"Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Triangles > Triangle trigonometry | Circles > Tangents | Geometric Inequalities > Optimization in geometry | Miscellaneous > Angle chasing",proof and answer,0.535847052575677,0.576388888888889,0.6587795765877957,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8918918918918919,0.49090266169474084
MATHNET-0iy8,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Factorization techniques | τ (number of divisors),final answer only,0.07434944237918215,0.07158119658119658,0.0,0.0,0.0,0.32713754646840143,0.3076923076923077,0.9459459459459459,0.0866015172945866
MATHNET-05zy,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Geometric Inequalities > Optimization in geometry | Miscellaneous > Distance chasing | Coloring schemes, extremal arguments",proof and answer,0.9171534784917685,0.8157051282051282,0.0,0.0,0.0,0.9038767923526289,0.8461538461538461,0.9459459459459459,0.5173267326732673
MATHNET-01db,Geometry,Plane Geometry,Circles > Radical axis theorem | Transformations > Rotation | Miscellaneous > Constructions and loci | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof only,0.7434944237918215,0.9017094017094017,0.6587795765877957,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.5621705027645624
MATHNET-0lbg,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Modular Arithmetic,"Inverses mod n | Coloring schemes, extremal arguments | Sequences and Series > Floors and ceilings",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.918918918918919,0.037932364665037924
MATHNET-02ca,Discrete Mathematics,Combinatorics,Counting two ways | Invariants / monovariants,proof and answer,0.2766861391396707,0.07158119658119658,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,1.0,0.1593802237366594
MATHNET-0kpf,Discrete Mathematics,Combinatorics,Invariants / monovariants,proof and answer,0.1444503451938396,0.07158119658119658,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,1.0,0.21865758004371866
MATHNET-05qn,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic | Residues and Primitive Roots,Chinese remainder theorem | Fermat / Euler / Wilson theorems | Primitive roots mod p / p^n | Multiplicative order | Quadratic residues | Quadratic reciprocity | Pigeonhole principle,proof only,0.926712692511949,0.923611111111111,0.0,0.0,0.0,0.9405204460966543,1.0,0.972972972972973,0.5506300630063007
MATHNET-0dtj,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Inclusion-exclusion | Coloring schemes, extremal arguments | Geometric Inequalities > Optimization in geometry",proof only,0.3967073818374934,0.21901709401709404,0.0,0.7545592705167175,0.552827380952381,0.32713754646840143,1.0,0.9459459459459459,0.3637328018516137
MATHNET-0bis,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,"Combinatorial optimization | Induction / smoothing | Coloring schemes, extremal arguments",proof and answer,0.7896972915560276,0.8338675213675214,0.34993773349937735,0.0,0.8415178571428571,0.8061603823685608,0.8461538461538461,0.9054054054054054,0.6219300501478721
MATHNET-0ena,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,"Coloring schemes, extremal arguments | Quadratic functions | Sequences and Series > Sums and products",proof and answer,0.34360063728093465,0.4150641025641026,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9054054054054054,0.30760576057605754
MATHNET-0528,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Other,Sequences and Series > Recurrence relations | Pigeonhole principle,proof only,0.3090812533191715,0.13301282051282054,0.34993773349937735,0.0,0.0,0.1486988847583643,1.0,0.918918918918919,0.23347691912048343
MATHNET-0biz,Algebra,Equations and Inequalities,Linear and quadratic inequalities,proof only,0.09718534253850238,0.10523504273504274,0.6587795765877957,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.23836312202648835
MATHNET-05yi,Discrete Mathematics,Combinatorics,"Games / greedy algorithms | Coloring schemes, extremal arguments",proof only,0.3621879978757302,0.10523504273504274,0.0,0.0,0.0,0.6016994158258099,1.0,1.0,0.22582615404397588
MATHNET-020y,Discrete Mathematics,Combinatorics,"Counting two ways | Coloring schemes, extremal arguments",proof and answer,0.7493361656930431,0.4150641025641026,0.5292652552926526,0.8366261398176291,0.552827380952381,0.8061603823685608,0.8461538461538461,1.0,0.6570657065706572
MATHNET-01ef,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Advanced Configurations > Miquel point,proof only,0.41157727031332975,0.31143162393162394,0.6587795765877957,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.3752410955381253
MATHNET-04e7,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Analytic / Coordinate Methods > Vectors | Analytic / Coordinate Methods > Cartesian coordinates | Enumeration with symmetry,proof and answer,0.6558682952734998,0.7462606837606838,0.5292652552926526,0.0,0.0,0.9633563462559744,0.8461538461538461,0.9459459459459459,0.5580236595088082
MATHNET-0huk,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Functional Equations | Functional Equations > Injectivity / surjectivity | Induction / smoothing,proof and answer,0.3574083908656399,0.43589743589743596,0.34993773349937735,0.6109422492401216,0.8415178571428571,0.8672331386086033,0.8461538461538461,0.9054054054054054,0.5303458917320304
MATHNET-0eff,Statistics,Probability,Counting Methods > Permutations,MCQ,0.07275624004248538,0.08173076923076925,0.0,0.0,0.0,0.32713754646840143,0.0,0.2702702702702703,0.059116625948309125
MATHNET-0ia7,Algebra,Algebraic Expressions,Sequences and Series > Sums and products,final answer only,0.2299522039298991,0.17254273504273504,0.34993773349937735,0.0,0.0,0.1486988847583643,0.3076923076923077,0.8108108108108109,0.18995113797094001
MATHNET-0kqa,Geometry,Plane Geometry,Miscellaneous > Distance chasing | Miscellaneous > Angle chasing | Transformations > Homothety,proof and answer,0.6197557089750398,0.7761752136752136,0.6587795765877957,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.5221486434357722
MATHNET-0idn,Geometry,Plane Geometry,Analytic / Coordinate Methods > Cartesian coordinates | Geometric Inequalities > Optimization in geometry | Miscellaneous > Distance chasing,proof and answer,0.2650026553372278,0.08173076923076925,0.0,0.6109422492401216,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.23334833483348333
MATHNET-08zz,Number Theory,Divisibility / Factorization | Modular Arithmetic | Number-Theoretic Functions,Chinese remainder theorem | φ (Euler's totient) | Möbius inversion | Greatest common divisors (gcd),proof and answer,0.9946893255443441,0.9957264957264956,0.9975093399750934,0.9855623100303951,0.9784226190476192,0.9633563462559744,0.8461538461538461,0.9459459459459459,0.9914169988427416
MATHNET-0l31,Geometry,Plane Geometry,Circles > Tangents | Miscellaneous > Constructions and loci,proof and answer,0.28730748805098244,0.43589743589743596,0.7540473225404732,0.0,0.552827380952381,0.8672331386086033,0.8461538461538461,0.8918918918918919,0.4940208306544941
MATHNET-0752,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Polynomials > Polynomial operations | Prime numbers | Greatest common divisors (gcd),proof only,0.5793945831120552,0.6383547008547008,0.7540473225404732,0.6109422492401216,0.6845238095238095,0.8061603823685608,1.0,0.8783783783783784,0.6889224636749389
MATHNET-0gk7,Algebra,Algebraic Expressions,Functional Equations > Existential quantifiers,proof and answer,0.17365905469994686,0.24145299145299148,0.0,0.0,0.6845238095238095,0.6016994158258099,0.8461538461538461,0.8108108108108109,0.252989584672753
MATHNET-0kzt,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,"Techniques: modulo, size analysis, order analysis, inequalities | Integers",final answer only,0.4545937334041423,0.6260683760683762,0.5292652552926526,0.0,0.9002976190476191,0.4843335103558152,0.3076923076923077,0.8783783783783784,0.48328404268998343
MATHNET-09m6,Number Theory,Divisibility / Factorization | Modular Arithmetic,Fermat / Euler / Wilson theorems | Prime numbers,proof and answer,0.49761019649495486,0.7270299145299145,0.8549190535491905,0.0,0.9501488095238098,0.8374933616569304,0.8461538461538461,0.9459459459459459,0.6503471775749003
MATHNET-0c1d,Geometry,Plane Geometry,Advanced Configurations > Miquel point | Transformations > Spiral similarity | Transformations > Homothety | Miscellaneous > Angle chasing | Quadrilaterals > Cyclic quadrilaterals,proof only,0.871481678173128,0.9097222222222222,0.9489414694894147,0.7545592705167175,0.8415178571428571,0.32713754646840143,1.0,0.8918918918918919,0.8230037289443232
MATHNET-0agp,Discrete Mathematics,Combinatorics,Inclusion-exclusion | Counting two ways,proof and answer,0.7812002124269783,0.5096153846153847,0.0,0.0,0.6845238095238095,0.32713754646840143,0.8461538461538461,1.0,0.41976340491191994
MATHNET-0j12,Algebra,Algebraic Expressions,Polynomials > Polynomial operations,proof and answer,0.20233669676048854,0.5096153846153847,0.34993773349937735,0.6109422492401216,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.44393725086794406
MATHNET-07yr,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean | Jensen / smoothing,proof and answer,0.8948486457780137,0.8637820512820513,0.0,0.6109422492401216,0.0,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.5441365565127941
MATHNET-0hjb,Discrete Mathematics | Number Theory,Other,,proof and answer,0.2713754646840148,0.31143162393162394,0.5292652552926526,0.0,0.552827380952381,0.6016994158258099,0.8461538461538461,0.972972972972973,0.39105696283914104
MATHNET-04hy,Discrete Mathematics,Combinatorics,Inclusion-exclusion,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.039861128970039884
MATHNET-0hj7,Number Theory,Divisibility / Factorization | Modular Arithmetic,Greatest common divisors (gcd) | Inverses mod n,proof only,0.12108337758895378,0.11591880341880342,0.0,0.0,0.0,0.32713754646840143,1.0,0.9459459459459459,0.13485277099138482
MATHNET-0iyz,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,"Prime numbers | Coloring schemes, extremal arguments",proof and answer,0.6075411577270312,0.5261752136752137,0.7540473225404732,0.0,0.9002976190476191,0.32713754646840143,0.8461538461538461,0.972972972972973,0.5544232994728043
MATHNET-0jag,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Analytic / Coordinate Methods > Complex numbers in geometry | Transformations > Inversion | Sequences and Series > Sums and products,final answer only,0.6718003186404672,0.6116452991452992,0.5292652552926526,0.6109422492401216,0.0,0.7594264471587892,0.3076923076923077,0.8513513513513513,0.5656744245853158
MATHNET-0cgq,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,Integers,proof and answer,0.34838024429102493,0.36111111111111116,0.34993773349937735,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8783783783783784,0.34254854056834255
MATHNET-090m,Geometry,Plane Geometry,Circles > Circle of Apollonius | Transformations > Inversion | Concurrency and Collinearity > Menelaus' theorem | Miscellaneous > Angle chasing | Circles > Tangents | Quadrilaterals > Cyclic quadrilaterals,proof only,0.9872543813064258,0.9903846153846153,0.9788293897882938,0.952887537993921,0.9501488095238098,0.8900690387679234,1.0,0.8918918918918919,0.9744760190304744
MATHNET-06mm,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry,proof and answer,0.3382899628252788,0.2884615384615385,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.28314259997428315
MATHNET-0kd5,Geometry,Plane Geometry | Solid Geometry,"Volume | Other 3D problems | Triangles > Triangle trigonometry | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof and answer,0.6016994158258099,0.576388888888889,0.34993773349937735,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8918918918918919,0.4321396425356822
MATHNET-07ad,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Polynomials > Intermediate Value Theorem | Polynomials > Polynomial operations | Sequences and Series > Recurrence relations | Induction / smoothing,proof only,0.8258098778544875,0.8541666666666667,0.6587795765877957,0.8882978723404256,0.552827380952381,0.4843335103558152,1.0,0.9054054054054054,0.7533753375337533
MATHNET-0bn3,Geometry,Plane Geometry,Triangles | Miscellaneous > Angle chasing | Transformations > Rotation,proof only,0.18321826872012745,0.2884615384615385,0.5292652552926526,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.2890574771762891
MATHNET-0i5w,Number Theory,Diophantine Equations | Divisibility / Factorization,"Greatest common divisors (gcd) | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.3595326606479023,0.33653846153846156,0.6587795765877957,0.6109422492401216,0.552827380952381,0.4843335103558152,0.8461538461538461,0.9459459459459459,0.5063649222065063
MATHNET-0b1j,Algebra,Algebraic Expressions,Polynomials > Polynomial operations,final answer only,0.13329792883696226,0.15224358974358973,0.34993773349937735,0.0,0.0,0.1486988847583643,0.3076923076923077,0.8108108108108109,0.1628841455574129
MATHNET-0479,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,Polynomials > Roots of unity | Polynomials > Symmetric functions | Polynomials > Intermediate Value Theorem | Complex numbers | Pigeonhole principle,proof only,0.9320233669676048,0.8664529914529915,0.975093399750934,0.8366261398176291,0.9002976190476191,0.9038767923526289,1.0,0.9054054054054054,0.920888517423171
MATHNET-017j,Geometry,Plane Geometry | Solid Geometry,Other 3D problems | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Geometric Inequalities > Optimization in geometry,proof only,0.4689325544344131,0.5422008547008548,0.34993773349937735,0.6109422492401216,0.6845238095238095,0.1486988847583643,1.0,0.8918918918918919,0.4820946380352322
MATHNET-08kn,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,Inverses mod n | Quadratic residues | Factorization techniques,proof only,0.6494954859267127,0.6623931623931625,0.5292652552926526,0.9224924012158056,0.783482142857143,0.6016994158258099,1.0,0.9459459459459459,0.6887617333161887
MATHNET-0c8t,Discrete Mathematics,Combinatorics | Graph Theory,"Coloring schemes, extremal arguments",proof only,0.5825809877854488,0.43589743589743596,0.34993773349937735,0.0,0.6845238095238095,0.1486988847583643,1.0,1.0,0.4154558312974155
MATHNET-01oe,Discrete Mathematics,Combinatorics,"Invariants / monovariants | Coloring schemes, extremal arguments",proof only,0.3324482209240573,0.0,0.34993773349937735,0.7545592705167175,0.8757440476190478,0.1486988847583643,1.0,1.0,0.38848527709913855
